"Date","Open","High","Low","Close","Volume","ticker","name"
"1962-01-02 00:00:00-05:00","0.045368462800979614","0.046603666586781535","0.045368462800979614","0.045368462800979614","806400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-03 00:00:00-05:00","0.04469468709492429","0.04469468709492429","0.0436838969295594","0.04435763880610466","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-04 00:00:00-05:00","0.0444701354792649","0.04503158657418026","0.0444701354792649","0.04469471797347069","844800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-05 00:00:00-05:00","0.04469468788716786","0.04525613860414174","0.043571606532372124","0.04368389770388603","1420800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-08 00:00:00-05:00","0.04334703811075863","0.04334703811075863","0.04239247802649382","0.043234746903181076","2035200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-09 00:00:00-05:00","0.04323474247366163","0.04424535809772197","0.04289786888544259","0.04402077570557594","960000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-10 00:00:00-05:00","0.04402077986841558","0.044863051308758124","0.04357162018224538","0.044245362281799316","1612800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-11 00:00:00-05:00","0.04424537820468914","0.04469471797347069","0.044020795710483354","0.04469471797347069","614400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-12 00:00:00-05:00","0.04469468709492429","0.04469468709492429","0.043908479268606346","0.04435763880610466","883200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-15 00:00:00-05:00","0.044245405240725934","0.044245405240725934","0.043796245118455375","0.043908536434173584","614400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-16 00:00:00-05:00","0.043796217853753205","0.043796217853753205","0.04306623993608483","0.04312247037887573","1113600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-17 00:00:00-05:00","0.043122455156173994","0.043122455156173994","0.041774965822696686","0.041774965822696686","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-18 00:00:00-05:00","0.041774991779185096","0.04199957176077284","0.04076420065587485","0.04093272238969803","2649600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-19 00:00:00-05:00","0.041325628516092235","0.04222412779927254","0.041325628516092235","0.04222412779927254","1459200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-22 00:00:00-05:00","0.04222413954155829","0.04267330448820463","0.041774977165211266","0.042561013251543045","1075200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-23 00:00:00-05:00","0.042448741493352864","0.042448741493352864","0.04166253283619881","0.04166253283619881","768000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-24 00:00:00-05:00","0.041662513451650646","0.04177497689764631","0.04042731242658388","0.041213348507881165","2611200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-25 00:00:00-05:00","0.0412133516906143","0.04188726879806628","0.04087647795677185","0.04087647795677185","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-26 00:00:00-05:00","0.04087647462646847","0.04087647462646847","0.04020272978397467","0.0404273122549057","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-29 00:00:00-05:00","0.0404273122549057","0.040539603490371216","0.040315021019440185","0.0404273122549057","307200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-30 00:00:00-05:00","0.04042732793728243","0.040764201774357474","0.04025880619883537","0.04025880619883537","1574400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-01-31 00:00:00-05:00","0.04042732237851475","0.041887275874614716","0.04042732237851475","0.041887275874614716","1766400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-01 00:00:00-05:00","0.04222412779927254","0.04289787246157824","0.04222412779927254","0.04222412779927254","1420800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-02 00:00:00-05:00","0.04222414341445508","0.04267330840229988","0.04155022629291725","0.04267330840229988","1152000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-05 00:00:00-05:00","0.04267330840229988","0.04267330840229988","0.04233643466141628","0.04267330840229988","384000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-06 00:00:00-05:00","0.0426732961730004","0.0426732961730004","0.0421118400990963","0.0421118400990963","691200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-07 00:00:00-05:00","0.042111859045876054","0.042336441576480865","0.042111859045876054","0.042336441576480865","192000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-08 00:00:00-05:00","0.04233644173622131","0.042673315533399585","0.04188727667331694","0.0424487330019474","768000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-09 00:00:00-05:00","0.042448725908377484","0.04267330840229988","0.04222414341445508","0.04267330840229988","729600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-12 00:00:00-05:00","0.04267331537238808","0.04278560406739051","0.042336441576480865","0.042336441576480865","307200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-13 00:00:00-05:00","0.042336441576480865","0.042561024107085677","0.042336441576480865","0.042336441576480865","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-14 00:00:00-05:00","0.04233642729061002","0.04233642729061002","0.04155021905899048","0.04155021905899048","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-15 00:00:00-05:00","0.041550222406262396","0.041887265755389216","0.0413256399333477","0.0413256399333477","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-16 00:00:00-05:00","0.0413256399333477","0.04211184822830392","0.0413256399333477","0.0413256399333477","1190400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-19 00:00:00-05:00","0.041662494305070664","0.041999537497758865","0.041662494305070664","0.041999537497758865","345600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-20 00:00:00-05:00","0.04199954566474382","0.0421118368709167","0.04166250240651617","0.041774965822696686","460800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-21 00:00:00-05:00","0.041774973723853095","0.04211184483578761","0.04155021905899048","0.04155021905899048","691200","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-23 00:00:00-05:00","0.04155021825811152","0.04211184402408333","0.04110105335712433","0.04110105335712433","1036800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-26 00:00:00-05:00","0.041101046375651776","0.0421118368709167","0.04087646396330601","0.041774965822696686","768000","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-27 00:00:00-05:00","0.041774957699382206","0.04211182868209626","0.041774957699382206","0.041999537497758865","460800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-02-28 00:00:00-05:00","0.04188726556328937","0.04188726556328937","0.041101057271938794","0.041213348507881165","652800","KO","The Coca-Cola Company (KO) Historical Data"
"1962-03-01 00:00:00-05:00","0.04121336685526408","0.04121336685526408","0.04042733042403879","0.04098878428339958","19545600","KO","The Coca-Cola Company (KO) Historical Data"
"1962-03-02 00:00:00-05:00","0.041101065037915996","0.041437938809394836","0.041101065037915996","0.041437938809394836","806400","KO","The Coca-Cola Company (KO) Historical Data"
"1962-03-05 00:00:00-05:00","0.041437934179842595","0.041437934179842595","0.04087647795677185","0.04087647795677185","652800","KO","The Coca-Cola Company (KO) Historical Data"
